NIVNOME;TERCODIGO;TERNOME;TERNOMEPADRAO;TERCAPITAL;TERAREA;NIVAMC
AMC 20-00;14AMC2097001;AMC2097 001;AMC2097 001;;225116.1;True
AMC 40-00;14AMC4097001;AMC4097 001;AMC4097 001;;225116.1;True
AMC 60-00;14AMC6097001;AMC6097 001;AMC6097 001;;225116.1;True
AMC 70-00;14AMC7097001;AMC7097 001;AMC7097 001;False;225116.1;True
AMC 91-00;14AMC9197001;AMC9197 001;AMC9197 001;False;57472.8;True
AMC 91-00;14AMC9197002;AMC9197 002;AMC9197 002;False;89831.5;True
AMC 91-00;14AMC9197003;AMC9197 003;AMC9197 003;False;51702.1;True
Estados;15;Pará;PARA;False;1253164.5;False
Área metropolitana;15 ME 01;Área Metropolitana de Belém - Pará;Área Metropolitana de Belém - Pará;False;1827.6999999999998;True
Estado/RM;15_ME_01;Área Metropolitana de Belém;Área Metropolitana de Belém;False;0.0;False
Estado/RM;15_UNME_00;Áreas Não Metropolitanas;Áreas Não Metropolitanas;False;0.0;False
Microrregiões;15001;Óbidos;OBIDOS;False;156983.6;False
AMC 20-00;150010;Abaetetuba;ABAETETUBA;;1613.9;True
AMC 40-00;150010;Abaetetuba;ABAETETUBA;;1613.9;True
AMC 60-00;150010;Abaetetuba;ABAETETUBA;;1613.9;True
AMC 91-00;150010;Abaetetuba;ABAETETUBA;False;1613.9;True
AMC 70-00;150010;Abaetetuba;ABAETETUBA;False;1613.9;True
Municípios;1500107;Abaetetuba;ABAETETUBA;False;1613.9;False
Municípios;1500131;Abel Figueiredo;ABEL FIGUEIREDO;False;616.9;False
Microrregiões;15002;Santarém;SANTAREM;False;94196.2;False
AMC 91-00;150020;Acará;ACARA;False;4363.6;True
Municípios;1500206;Acará;ACARA;False;4363.6;False
Microrregiões;15003;Almeirim;ALMEIRIM;False;90788.6;False
AMC 20-00;150030;Afuá;AFUA;;8410.3;True
AMC 40-00;150030;Afuá;AFUA;;8410.3;True
AMC 60-00;150030;Afuá;AFUA;;8410.3;True
AMC 91-00;150030;Afuá;AFUA;False;8410.3;True
AMC 70-00;150030;Afuá;AFUA;False;8410.3;True
Municípios;1500305;Afuá;AFUA;False;8410.3;False
Municípios;1500347;Água Azul do Norte;AGUA AZUL DO NORTE;False;7658.7;False
Microrregiões;15004;Portel;PORTEL;False;45298.5;False
Municípios;1500404;Alenquer;ALENQUER;False;24496.8;False
Microrregiões;15005;Furos de Breves;FUROS DE BREVES;False;30229.4;False
AMC 20-00;150050;Almeirim;ALMEIRIM;;73287.8;True
AMC 40-00;150050;Almeirim;ALMEIRIM;;73287.8;True
AMC 60-00;150050;Almeirim;ALMEIRIM;;73287.8;True
AMC 70-00;150050;Almeirim;ALMEIRIM;False;73287.8;True
AMC 91-00;150050;Almeirim;ALMEIRIM;False;73287.8;True
Municípios;1500503;Almeirim;ALMEIRIM;False;73287.8;False
Microrregiões;15006;Arari;ARARI;False;29079.0;False
Municípios;1500602;Altamira;ALTAMIRA;False;161445.9;False
Microrregiões;15007;Belém;BELEM;False;3143.8999999999996;False
AMC 20-00;150070;Anajás;ANAJAS;;7022.2;True
AMC 40-00;150070;Anajás;ANAJAS;;7022.2;True
AMC 60-00;150070;Anajás;ANAJAS;;7022.2;True
AMC 91-00;150070;Anajás;ANAJAS;False;7022.2;True
AMC 70-00;150070;Anajás;ANAJAS;False;7022.2;True
Municípios;1500701;Anajás;ANAJAS;False;7022.2;False
Microrregiões;15008;Castanhal;CASTANHAL;False;3762.4;False
AMC 70-00;150080;Ananindeua;ANANINDEUA;False;191.4;True
AMC 91-00;150080;Ananindeua;ANANINDEUA;False;191.4;True
Municípios;1500800;Ananindeua;ANANINDEUA;False;191.4;False
Municípios;1500859;Anapu;ANAPU;False;11951.7;False
Microrregiões;15009;Salgado;SALGADO;False;5812.7;False
AMC 91-00;150090;Augusto Corrêa;AUGUSTO CORREA;False;889.2;True
AMC 70-00;150090;Augusto Corrêa;AUGUSTO CORREA;False;889.2;True
Municípios;1500909;Augusto Corrêa;AUGUSTO CORREA;False;889.2;False
Municípios;1500958;Aurora do Pará;AURORA DO PARA;False;1824.0;False
Mesorregiões;1501;Baixo Amazonas;BAIXO AMAZONAS;False;341968.4;False
Microrregiões;15010;Bragantina;BRAGANTINA;False;8703.300000000001;False
AMC 91-00;150100;Aveiro;AVEIRO;False;17157.9;True
Municípios;1501006;Aveiro;AVEIRO;False;17157.9;False
Microrregiões;15011;Cametá;CAMETA;False;16144.600000000002;False
AMC 91-00;150110;Bagre;BAGRE;False;4417.6;True
AMC 70-00;150110;Bagre;BAGRE;False;4417.6;True
Municípios;1501105;Bagre;BAGRE;False;4417.6;False
Microrregiões;15012;Tomé-Açu;TOME-ACU;False;24453.3;False
AMC 60-00;150120;Baião;BAIAO;;3202.3;True
AMC 70-00;150120;Baião;BAIAO;False;3202.3;True
AMC 91-00;150120;Baião;BAIAO;False;3202.3;True
Municípios;1501204;Baião;BAIAO;False;3202.3;False
Municípios;1501253;Bannach;BANNACH;False;2969.3;False
Microrregiões;15013;Guamá;GUAMA;False;28439.6;False
AMC 60-00;150130;Barcarena;BARCARENA;;1316.2;True
AMC 91-00;150130;Barcarena;BARCARENA;False;1316.2;True
AMC 70-00;150130;Barcarena;BARCARENA;False;1316.2;True
Municípios;1501303;Barcarena;BARCARENA;False;1316.2;False
Microrregiões;15014;Itaituba;ITAITUBA;False;190427.1;False
AMC 60-00;150140;Belém;BELEM;;1070.1;True
AMC 70-00;150140;Belém;BELEM;False;1070.1;True
AMC 91-00;150140;Belém;BELEM;False;1070.1;True
Municípios;1501402;Belém;BELEM;True;1070.1;False
Municípios;1501451;Belterra;BELTERRA;False;2640.6;False
Microrregiões;15015;Altamira;ALTAMIRA;False;227144.30000000002;False
Municípios;1501501;Benevides;BENEVIDES;False;177.7;False
Municípios;1501576;Bom Jesus do Tocantins;BOM JESUS DO TOCANTINS;False;2828.5;False
Microrregiões;15016;Tucuruí;TUCURUI;False;33087.8;False
AMC 91-00;150160;Bonito;BONITO;False;564.8;True
AMC 70-00;150160;Bonito;BONITO;False;564.8;True
Municípios;1501600;Bonito;BONITO;False;564.8;False
Microrregiões;15017;Paragominas;PARAGOMINAS;False;48478.1;False
Municípios;1501709;Bragança;BRAGANCA;False;2344.1;False
Municípios;1501725;Brasil Novo;BRASIL NOVO;False;6396.6;False
Municípios;1501758;Brejo Grande do Araguaia;BREJO GRANDE DO ARAGUAIA;False;1162.3;False
Municípios;1501782;Breu Branco;BREU BRANCO;False;3989.0;False
Microrregiões;15018;São Félix do Xingu;SAO FELIX DO XINGU;False;121141.40000000001;False
AMC 20-00;150180;Breves;BREVES;;9600.3;True
AMC 40-00;150180;Breves;BREVES;;9600.3;True
AMC 60-00;150180;Breves;BREVES;;9600.3;True
AMC 70-00;150180;Breves;BREVES;False;9600.3;True
AMC 91-00;150180;Breves;BREVES;False;9600.3;True
Municípios;1501808;Breves;BREVES;False;9600.3;False
Microrregiões;15019;Parauapebas;PARAUAPEBAS;False;23156.0;False
AMC 91-00;150190;Bujaru;BUJARU;False;999.0;True
Municípios;1501907;Bujaru;BUJARU;False;999.0;False
Municípios;1501956;Cachoeira do Piriá;CACHOEIRA DO PIRIA;False;2410.8;False
Mesorregiões;1502;Marajó;MARAJO;False;104606.89999999998;False
Microrregiões;15020;Marabá;MARABA;False;20008.6;False
AMC 20-00;150200;Cachoeira do Arari;CACHOEIRA DO ARARI;;3116.0;True
AMC 40-00;150200;Cachoeira do Arari;CACHOEIRA DO ARARI;;3116.0;True
AMC 60-00;150200;Cachoeira do Arari;CACHOEIRA DO ARARI;;3116.0;True
AMC 91-00;150200;Cachoeira do Arari;CACHOEIRA DO ARARI;False;3116.0;True
AMC 70-00;150200;Cachoeira do Arari;CACHOEIRA DO ARARI;False;3116.0;True
Municípios;1502004;Cachoeira do Arari;CACHOEIRA DO ARARI;False;3116.0;False
Microrregiões;15021;Redenção;REDENCAO;False;21360.9;False
AMC 70-00;150210;Cametá;CAMETA;False;3122.0;True
AMC 91-00;150210;Cametá;CAMETA;False;3122.0;True
Municípios;1502103;Cametá;CAMETA;False;3122.0;False
Municípios;1502152;Canaã dos Carajás;CANAA DOS CARAJAS;False;3161.5;False
Microrregiões;15022;Conceição do Araguaia;CONCEICAO DO ARAGUAIA;False;31325.2;False
AMC 91-00;150220;Capanema;CAPANEMA;False;613.4;True
AMC 70-00;150220;Capanema;CAPANEMA;False;613.4;True
Municípios;1502202;Capanema;CAPANEMA;False;613.4;False
AMC 70-00;150230;Capitão Poço;CAPITAO POCO;False;2727.0;True
AMC 91-00;150230;Capitão Poço;CAPITAO POCO;False;2727.0;True
Municípios;1502301;Capitão Poço;CAPITAO POCO;False;2727.0;False
AMC 60-00;150240;Castanhal;CASTANHAL;;1029.4;True
AMC 91-00;150240;Castanhal;CASTANHAL;False;1029.4;True
AMC 70-00;150240;Castanhal;CASTANHAL;False;1029.4;True
Municípios;1502400;Castanhal;CASTANHAL;False;1029.4;False
AMC 70-00;150250;Chaves;CHAVES;False;13143.9;True
AMC 91-00;150250;Chaves;CHAVES;False;13143.9;True
Municípios;1502509;Chaves;CHAVES;False;13143.9;False
AMC 91-00;150260;Colares;COLARES;False;612.5;True
AMC 70-00;150260;Colares;COLARES;False;612.5;True
Municípios;1502608;Colares;COLARES;False;612.5;False
Municípios;1502707;Conceição do Araguaia;CONCEICAO DO ARAGUAIA;False;5853.9;False
AMC 91-00;150275;Concórdia do Pará;CONCORDIA DO PARA;False;710.7;True
Municípios;1502756;Concórdia do Pará;CONCORDIA DO PARA;False;710.7;False
Municípios;1502764;Cumaru do Norte;CUMARU DO NORTE;False;17156.7;False
Municípios;1502772;Curionópolis;CURIONOPOLIS;False;2289.1;False
AMC 60-00;150280;Curralinho;CURRALINHO;;3620.2;True
AMC 20-00;150280;Curralinho;CURRALINHO;;3620.2;True
AMC 40-00;150280;Curralinho;CURRALINHO;;3620.2;True
AMC 91-00;150280;Curralinho;CURRALINHO;False;3620.2;True
AMC 70-00;150280;Curralinho;CURRALINHO;False;3620.2;True
Municípios;1502806;Curralinho;CURRALINHO;False;3620.2;False
Municípios;1502855;Curuá;CURUA;False;1480.2;False
Municípios;1502905;Curuçá;CURUCA;False;676.3;False
AMC 91-00;150293;Dom Eliseu;DOM ELISEU;False;5297.4;True
Municípios;1502939;Dom Eliseu;DOM ELISEU;False;5297.4;False
Municípios;1502954;Eldorado dos Carajás;ELDORADO DOS CARAJAS;False;2969.5;False
Mesorregiões;1503;Metropolitana de Belém;METROPOLITANA DE BELEM;False;6906.299999999998;False
Municípios;1503002;Faro;FARO;False;11820.3;False
Municípios;1503044;Floresta do Araguaia;FLORESTA DO ARAGUAIA;False;3458.7;False
AMC 91-00;150307;Garrafão do Norte;GARRAFAO DO NORTE;False;1799.2;True
Municípios;1503077;Garrafão do Norte;GARRAFAO DO NORTE;False;1799.2;False
Municípios;1503093;Goianésia do Pará;GOIANESIA DO PARA;False;6958.8;False
AMC 20-00;150310;Gurupá;GURUPA;;8578.2;True
AMC 40-00;150310;Gurupá;GURUPA;;8578.2;True
AMC 60-00;150310;Gurupá;GURUPA;;8578.2;True
AMC 91-00;150310;Gurupá;GURUPA;False;8578.2;True
AMC 1872-00;150310;Gurupá;GURUPA;;8578.2;True
AMC 70-00;150310;Gurupá;GURUPA;False;8578.2;True
Municípios;1503101;Gurupá;GURUPA;False;8578.2;False
AMC 70-00;150320;Igarapé-Açu;IGARAPE-ACU;False;800.3;True
AMC 91-00;150320;Igarapé-Açu;IGARAPE-ACU;False;800.3;True
Municípios;1503200;Igarapé-Açu;IGARAPE-ACU;False;800.3;False
AMC 60-00;150330;Igarapé-Miri;IGARAPE-MIRI;;2009.7;True
AMC 40-00;150330;Igarapé-Miri;IGARAPE-MIRI;;2009.7;True
AMC 20-00;150330;Igarapé-Miri;IGARAPE-MIRI;;2009.7;True
AMC 91-00;150330;Igarapé-Miri;IGARAPE-MIRI;False;2009.7;True
AMC 70-00;150330;Igarapé-Miri;IGARAPE-MIRI;False;2009.7;True
Municípios;1503309;Igarapé-Miri;IGARAPE-MIRI;False;2009.7;False
AMC 60-00;150340;Inhangapi;INHANGAPI;;473.2;True
AMC 70-00;150340;Inhangapi;INHANGAPI;False;473.2;True
AMC 91-00;150340;Inhangapi;INHANGAPI;False;473.2;True
Municípios;1503408;Inhangapi;INHANGAPI;False;473.2;False
Municípios;1503457;Ipixuna do Pará;IPIXUNA DO PARA;False;5285.2;False
AMC 91-00;150350;Irituia;IRITUIA;False;1384.2;True
Municípios;1503507;Irituia;IRITUIA;False;1384.2;False
Municípios;1503606;Itaituba;ITAITUBA;False;62380.8;False
Municípios;1503705;Itupiranga;ITUPIRANGA;False;7914.6;False
Municípios;1503754;Jacareacanga;JACAREACANGA;False;53531.5;False
Municípios;1503804;Jacundá;JACUNDA;False;2014.8;False
AMC 91-00;150390;Juruti;JURUTI;False;8342.8;True
AMC 70-00;150390;Juruti;JURUTI;False;8342.8;True
Municípios;1503903;Juruti;JURUTI;False;8342.8;False
Mesorregiões;1504;Nordeste Paraense;NORDESTE PARAENSE;False;83553.49999999999;False
AMC 70-00;150400;Limoeiro do Ajuru;LIMOEIRO DO AJURU;False;1404.5;True
AMC 91-00;150400;Limoeiro do Ajuru;LIMOEIRO DO AJURU;False;1404.5;True
Municípios;1504000;Limoeiro do Ajuru;LIMOEIRO DO AJURU;False;1404.5;False
AMC 91-00;150405;Mãe do Rio;MAE DO RIO;False;471.1;True
Municípios;1504059;Mãe do Rio;MAE DO RIO;False;471.1;False
AMC 91-00;150410;Magalhães Barata;MAGALHAES BARATA;False;328.0;True
AMC 70-00;150410;Magalhães Barata;MAGALHAES BARATA;False;328.0;True
Municípios;1504109;Magalhães Barata;MAGALHAES BARATA;False;328.0;False
AMC 91-00;150420;Marabá;MARABA;False;15157.9;True
Municípios;1504208;Marabá;MARABA;False;15157.9;False
AMC 91-00;150430;Maracanã;MARACANA;False;777.3;True
AMC 70-00;150430;Maracanã;MARACANA;False;777.3;True
Municípios;1504307;Maracanã;MARACANA;False;777.3;False
AMC 70-00;150440;Marapanim;MARAPANIM;False;799.2;True
AMC 91-00;150440;Marapanim;MARAPANIM;False;799.2;True
Municípios;1504406;Marapanim;MARAPANIM;False;799.2;False
Municípios;1504422;Marituba;MARITUBA;False;109.1;False
Municípios;1504455;Medicilândia;MEDICILANDIA;False;8309.4;False
AMC 91-00;150450;Melgaço;MELGACO;False;6804.6;True
AMC 70-00;150450;Melgaço;MELGACO;False;6804.6;True
Municípios;1504505;Melgaço;MELGACO;False;6804.6;False
AMC 20-00;150460;Mocajuba;MOCAJUBA;;860.4;True
AMC 40-00;150460;Mocajuba;MOCAJUBA;;860.4;True
AMC 60-00;150460;Mocajuba;MOCAJUBA;;860.4;True
AMC 70-00;150460;Mocajuba;MOCAJUBA;False;860.4;True
AMC 91-00;150460;Mocajuba;MOCAJUBA;False;860.4;True
Municípios;1504604;Mocajuba;MOCAJUBA;False;860.4;False
Municípios;1504703;Moju;MOJU;False;9724.3;False
Municípios;1504752;Mojuí dos Campos;MOJUI DOS CAMPOS;False;;False
AMC 20-00;150480;Monte Alegre;MONTE ALEGRE;;20066.3;True
AMC 40-00;150480;Monte Alegre;MONTE ALEGRE;;20066.3;True
AMC 60-00;150480;Monte Alegre;MONTE ALEGRE;;20066.3;True
AMC 91-00;150480;Monte Alegre;MONTE ALEGRE;False;20066.3;True
AMC 70-00;150480;Monte Alegre;MONTE ALEGRE;False;20066.3;True
Municípios;1504802;Monte Alegre;MONTE ALEGRE;False;20066.3;False
AMC 60-00;150490;Muaná;MUANA;;3782.4;True
AMC 70-00;150490;Muaná;MUANA;False;3782.4;True
AMC 91-00;150490;Muaná;MUANA;False;3782.4;True
Municípios;1504901;Muaná;MUANA;False;3782.4;False
Municípios;1504950;Nova Esperança do Piriá;NOVA ESPERANCA DO PIRIA;False;2889.7;False
Municípios;1504976;Nova Ipixuna;NOVA IPIXUNA;False;1609.8;False
Mesorregiões;1505;Sudoeste Paraense;SUDOESTE PARAENSE;False;417571.39999999997;False
AMC 91-00;150500;Nova Timboteua;NOVA TIMBOTEUA;False;492.1;True
AMC 70-00;150500;Nova Timboteua;NOVA TIMBOTEUA;False;492.1;True
Municípios;1505007;Nova Timboteua;NOVA TIMBOTEUA;False;492.1;False
Municípios;1505031;Novo Progresso;NOVO PROGRESSO;False;38322.0;False
Municípios;1505064;Novo Repartimento;NOVO REPARTIMENTO;False;15464.1;False
AMC 40-00;150510;Óbidos;OBIDOS;;26825.5;True
AMC 60-00;150510;Óbidos;OBIDOS;;26825.5;True
AMC 70-00;150510;Óbidos;OBIDOS;False;26825.5;True
AMC 91-00;150510;Óbidos;OBIDOS;False;26825.5;True
Municípios;1505106;Óbidos;OBIDOS;False;26825.5;False
AMC 91-00;150520;Oeiras do Pará;OEIRAS DO PARA;False;3931.8;True
AMC 70-00;150520;Oeiras do Pará;OEIRAS DO PARA;False;3931.8;True
Municípios;1505205;Oeiras do Pará;OEIRAS DO PARA;False;3931.8;False
Municípios;1505304;Oriximiná;ORIXIMINA;False;108086.0;False
Municípios;1505403;Ourém;OUREM;False;602.5;False
Municípios;1505437;Ourilândia do Norte;OURILANDIA DO NORTE;False;13884.8;False
Municípios;1505486;Pacajá;PACAJA;False;11884.5;False
Municípios;1505494;Palestina do Pará;PALESTINA DO PARA;False;988.2;False
Municípios;1505502;Paragominas;PARAGOMINAS;False;19395.6;False
Municípios;1505536;Parauapebas;PARAUAPEBAS;False;7077.2;False
Municípios;1505551;Pau D'Arco;PAU D'ARCO;False;1678.6;False
AMC 70-00;150560;Peixe-Boi;PEIXE-BOI;False;452.3;True
AMC 91-00;150560;Peixe-Boi;PEIXE-BOI;False;452.3;True
Municípios;1505601;Peixe-Boi;PEIXE-BOI;False;452.3;False
Municípios;1505635;Piçarra;PICARRA;False;3326.7;False
Municípios;1505650;Placas;PLACAS;False;7194.1;False
AMC 91-00;150570;Ponta de Pedras;PONTA DE PEDRAS;False;3380.3;True
AMC 70-00;150570;Ponta de Pedras;PONTA DE PEDRAS;False;3380.3;True
Municípios;1505700;Ponta de Pedras;PONTA DE PEDRAS;False;3380.3;False
AMC 91-00;150580;Portel;PORTEL;False;25498.1;True
Municípios;1505809;Portel;PORTEL;False;25498.1;False
Municípios;1505908;Porto de Moz;PORTO DE MOZ;False;17500.8;False
Mesorregiões;1506;Sudeste Paraense;SUDESTE PARAENSE;False;298558.0000000001;False
AMC 91-00;150600;Prainha;PRAINHA;False;13895.7;True
Municípios;1506005;Prainha;PRAINHA;False;13895.7;False
Municípios;1506104;Primavera;PRIMAVERA;False;287.1;False
Municípios;1506112;Quatipuru;QUATIPURU;False;321.7;False
Municípios;1506138;Redenção;REDENCAO;False;3839.9;False
AMC 91-00;150616;Rio Maria;RIO MARIA;False;4132.3;True
Municípios;1506161;Rio Maria;RIO MARIA;False;4132.3;False
Municípios;1506187;Rondon do Pará;RONDON DO PARA;False;8277.3;False
AMC 91-00;150619;Rurópolis;RUROPOLIS;False;6991.3;True
Municípios;1506195;Rurópolis;RUROPOLIS;False;6991.3;False
AMC 91-00;150620;Salinópolis;SALINOPOLIS;False;218.8;True
AMC 70-00;150620;Salinópolis;SALINOPOLIS;False;218.8;True
Municípios;1506203;Salinópolis;SALINOPOLIS;False;218.8;False
AMC 70-00;150630;Salvaterra;SALVATERRA;False;1048.2;True
AMC 91-00;150630;Salvaterra;SALVATERRA;False;1048.2;True
Municípios;1506302;Salvaterra;SALVATERRA;False;1048.2;False
Municípios;1506351;Santa Bárbara do Pará;SANTA BARBARA DO PARA;False;279.4;False
AMC 91-00;150640;Santa Cruz do Arari;SANTA CRUZ DO ARARI;False;1079.5;True
AMC 70-00;150640;Santa Cruz do Arari;SANTA CRUZ DO ARARI;False;1079.5;True
Municípios;1506401;Santa Cruz do Arari;SANTA CRUZ DO ARARI;False;1079.5;False
AMC 70-00;150650;Santa Isabel do Pará;SANTA ISABEL DO PARA;False;720.9;True
AMC 91-00;150650;Santa Isabel do Pará;SANTA ISABEL DO PARA;False;720.9;True
Municípios;1506500;Santa Isabel do Pará;SANTA ISABEL DO PARA;False;720.9;False
Municípios;1506559;Santa Luzia do Pará;SANTA LUZIA DO PARA;False;1278.3;False
AMC 91-00;150658;Santa Maria das Barreiras;SANTA MARIA DAS BARREIRAS;False;10373.4;True
Municípios;1506583;Santa Maria das Barreiras;SANTA MARIA DAS BARREIRAS;False;10373.4;False
AMC 91-00;150660;Santa Maria do Pará;SANTA MARIA DO PARA;False;459.8;True
AMC 70-00;150660;Santa Maria do Pará;SANTA MARIA DO PARA;False;459.8;True
Municípios;1506609;Santa Maria do Pará;SANTA MARIA DO PARA;False;459.8;False
AMC 91-00;150670;Santana do Araguaia;SANTANA DO ARAGUAIA;False;11639.2;True
Municípios;1506708;Santana do Araguaia;SANTANA DO ARAGUAIA;False;11639.2;False
Municípios;1506807;Santarém;SANTAREM;False;24422.5;False
AMC 91-00;150690;Santarém Novo;SANTAREM NOVO;False;230.5;True
AMC 70-00;150690;Santarém Novo;SANTAREM NOVO;False;230.5;True
Municípios;1506906;Santarém Novo;SANTAREM NOVO;False;230.5;False
AMC 70-00;150700;Santo Antônio do Tauá;SANTO ANTONIO DO TAUA;False;539.9;True
AMC 91-00;150700;Santo Antônio do Tauá;SANTO ANTONIO DO TAUA;False;539.9;True
Municípios;1507003;Santo Antônio do Tauá;SANTO ANTONIO DO TAUA;False;539.9;False
Municípios;1507102;São Caetano de Odivelas;SAO CAETANO DE ODIVELAS;False;727.3;False
Municípios;1507151;São Domingos do Araguaia;SAO DOMINGOS DO ARAGUAIA;False;1398.5;False
Municípios;1507201;São Domingos do Capim;SAO DOMINGOS DO CAPIM;False;1691.9;False
AMC 91-00;150730;São Félix do Xingu;SAO FELIX DO XINGU;False;84607.3;True
Municípios;1507300;São Félix do Xingu;SAO FELIX DO XINGU;False;84607.3;False
AMC 60-00;150740;São Francisco do Pará;SAO FRANCISCO DO PARA;;476.1;True
AMC 91-00;150740;São Francisco do Pará;SAO FRANCISCO DO PARA;False;476.1;True
AMC 70-00;150740;São Francisco do Pará;SAO FRANCISCO DO PARA;False;476.1;True
Municípios;1507409;São Francisco do Pará;SAO FRANCISCO DO PARA;False;476.1;False
Municípios;1507458;São Geraldo do Araguaia;SAO GERALDO DO ARAGUAIA;False;3283.7;False
Municípios;1507466;São João da Ponta;SAO JOAO DA PONTA;False;196.9;False
AMC 91-00;150747;São João de Pirabas;SAO JOAO DE PIRABAS;False;709.4;True
Municípios;1507474;São João de Pirabas;SAO JOAO DE PIRABAS;False;709.4;False
Municípios;1507508;São João do Araguaia;SAO JOAO DO ARAGUAIA;False;1301.7;False
AMC 91-00;150760;São Miguel do Guamá;SAO MIGUEL DO GUAMA;False;1094.8;True
AMC 70-00;150760;São Miguel do Guamá;SAO MIGUEL DO GUAMA;False;1094.8;True
Municípios;1507607;São Miguel do Guamá;SAO MIGUEL DO GUAMA;False;1094.8;False
AMC 60-00;150770;São Sebastião da Boa Vista;SAO SEBASTIAO DA BOA VISTA;;1576.4;True
AMC 70-00;150770;São Sebastião da Boa Vista;SAO SEBASTIAO DA BOA VISTA;False;1576.4;True
AMC 91-00;150770;São Sebastião da Boa Vista;SAO SEBASTIAO DA BOA VISTA;False;1576.4;True
Municípios;1507706;São Sebastião da Boa Vista;SAO SEBASTIAO DA BOA VISTA;False;1576.4;False
Municípios;1507755;Sapucaia;SAPUCAIA;False;1303.8;False
Municípios;1507805;Senador José Porfírio;SENADOR JOSE PORFIRIO;False;13345.6;False
AMC 91-00;150790;Soure;SOURE;False;3528.7;True
AMC 70-00;150790;Soure;SOURE;False;3528.7;True
Municípios;1507904;Soure;SOURE;False;3528.7;False
AMC 91-00;150795;Tailândia;TAILANDIA;False;4475.5;True
Municípios;1507953;Tailândia;TAILANDIA;False;4475.5;False
