NIVNOME;TERCODIGO;TERNOME;TERNOMEPADRAO;TERCAPITAL;TERAREA;NIVAMC
AMC 70-00;421060;Massaranduba;MASSARANDUBA;False;394.5;True
Municípios;4210605;Massaranduba;MASSARANDUBA;False;394.5;False
Municípios;4210704;Matos Costa;MATOS COSTA;False;371.8;False
Municípios;4210803;Meleiro;MELEIRO;False;185.9;False
Municípios;4210852;Mirim Doce;MIRIM DOCE;False;333.9;False
Municípios;4210902;Modelo;MODELO;False;95.7;False
Municípios;4211009;Mondaí;MONDAI;False;215.5;False
Municípios;4211058;Monte Carlo;MONTE CARLO;False;166.7;False
AMC 70-00;421110;Monte Castelo;MONTE CASTELO;False;566.2;True
AMC 91-00;421110;Monte Castelo;MONTE CASTELO;False;566.2;True
Municípios;4211108;Monte Castelo;MONTE CASTELO;False;566.2;False
AMC 91-00;421120;Morro da Fumaça;MORRO DA FUMACA;False;82.8;True
AMC 70-00;421120;Morro da Fumaça;MORRO DA FUMACA;False;82.8;True
Municípios;4211207;Morro da Fumaça;MORRO DA FUMACA;False;82.8;False
Municípios;4211256;Morro Grande;MORRO GRANDE;False;251.2;False
AMC 70-00;421130;Navegantes;NAVEGANTES;False;119.3;True
AMC 91-00;421130;Navegantes;NAVEGANTES;False;119.3;True
Municípios;4211306;Navegantes;NAVEGANTES;False;119.3;False
AMC 91-00;421140;Nova Erechim;NOVA ERECHIM;False;63.0;True
AMC 70-00;421140;Nova Erechim;NOVA ERECHIM;False;63.0;True
Municípios;4211405;Nova Erechim;NOVA ERECHIM;False;63.0;False
Municípios;4211454;Nova Itaberaba;NOVA ITABERABA;False;135.7;False
AMC 70-00;421150;Nova Trento;NOVA TRENTO;False;398.9;True
AMC 91-00;421150;Nova Trento;NOVA TRENTO;False;398.9;True
Municípios;4211504;Nova Trento;NOVA TRENTO;False;398.9;False
AMC 91-00;421160;Nova Veneza;NOVA VENEZA;False;290.6;True
AMC 70-00;421160;Nova Veneza;NOVA VENEZA;False;290.6;True
Municípios;4211603;Nova Veneza;NOVA VENEZA;False;290.6;False
Municípios;4211652;Novo Horizonte;NOVO HORIZONTE;False;151.4;False
AMC 70-00;421170;Orleans;ORLEANS;False;600.6;True
AMC 91-00;421170;Orleans;ORLEANS;False;600.6;True
Municípios;4211702;Orleans;ORLEANS;False;600.6;False
Municípios;4211751;Otacílio Costa;OTACILIO COSTA;False;924.2;False
AMC 91-00;421180;Ouro;OURO;False;209.5;True
AMC 70-00;421180;Ouro;OURO;False;209.5;True
Municípios;4211801;Ouro;OURO;False;209.5;False
Municípios;4211850;Ouro Verde;OURO VERDE;False;201.5;False
Municípios;4211876;Paial;PAIAL;False;85.0;False
Municípios;4211892;Painel;PAINEL;False;764.9;False
AMC 70-00;421190;Palhoça;PALHOCA;False;322.7;True
AMC 91-00;421190;Palhoça;PALHOCA;False;322.7;True
Municípios;4211900;Palhoça;PALHOCA;False;322.7;False
AMC 91-00;421200;Palma Sola;PALMA SOLA;False;314.4;True
AMC 70-00;421200;Palma Sola;PALMA SOLA;False;314.4;True
Municípios;4212007;Palma Sola;PALMA SOLA;False;314.4;False
Municípios;4212056;Palmeira;PALMEIRA;False;292.2;False
AMC 70-00;421210;Palmitos;PALMITOS;False;347.8;True
AMC 91-00;421210;Palmitos;PALMITOS;False;347.8;True
Municípios;4212106;Palmitos;PALMITOS;False;347.8;False
AMC 91-00;421220;Papanduva;PAPANDUVA;False;777.3;True
AMC 70-00;421220;Papanduva;PAPANDUVA;False;777.3;True
Municípios;4212205;Papanduva;PAPANDUVA;False;777.3;False
Municípios;4212239;Paraíso;PARAISO;False;183.0;False
Municípios;4212254;Passo de Torres;PASSO DE TORRES;False;90.5;False
Municípios;4212270;Passos Maia;PASSOS MAIA;False;589.7;False
AMC 70-00;421230;Paulo Lopes;PAULO LOPES;False;447.8;True
AMC 91-00;421230;Paulo Lopes;PAULO LOPES;False;447.8;True
Municípios;4212304;Paulo Lopes;PAULO LOPES;False;447.8;False
AMC 91-00;421240;Pedras Grandes;PEDRAS GRANDES;False;153.0;True
AMC 70-00;421240;Pedras Grandes;PEDRAS GRANDES;False;153.0;True
Municípios;4212403;Pedras Grandes;PEDRAS GRANDES;False;153.0;False
AMC 70-00;421250;Penha;PENHA;False;60.4;True
AMC 91-00;421250;Penha;PENHA;False;60.4;True
Municípios;4212502;Penha;PENHA;False;60.4;False
AMC 91-00;421260;Peritiba;PERITIBA;False;96.8;True
AMC 70-00;421260;Peritiba;PERITIBA;False;96.8;True
Municípios;4212601;Peritiba;PERITIBA;False;96.8;False
Municípios;4212650;Pescaria Brava;PESCARIA BRAVA;False;;False
AMC 70-00;421270;Petrolândia;PETROLANDIA;False;251.6;True
AMC 91-00;421270;Petrolândia;PETROLANDIA;False;251.6;True
Municípios;4212700;Petrolândia;PETROLANDIA;False;251.6;False
AMC 91-00;421280;Piçarras;PICARRAS;False;85.7;True
AMC 70-00;421280;Piçarras;PICARRAS;False;85.7;True
Municípios;4212809;Piçarras;PICARRAS;False;85.7;False
AMC 70-00;421290;Pinhalzinho;PINHALZINHO;False;134.4;True
AMC 91-00;421290;Pinhalzinho;PINHALZINHO;False;134.4;True
Municípios;4212908;Pinhalzinho;PINHALZINHO;False;134.4;False
AMC 91-00;421300;Pinheiro Preto;PINHEIRO PRETO;False;66.7;True
AMC 70-00;421300;Pinheiro Preto;PINHEIRO PRETO;False;66.7;True
Municípios;4213005;Pinheiro Preto;PINHEIRO PRETO;False;66.7;False
AMC 70-00;421310;Piratuba;PIRATUBA;False;149.0;True
AMC 91-00;421310;Piratuba;PIRATUBA;False;149.0;True
Municípios;4213104;Piratuba;PIRATUBA;False;149.0;False
Municípios;4213153;Planalto Alegre;PLANALTO ALEGRE;False;61.1;False
AMC 91-00;421320;Pomerode;POMERODE;False;217.8;True
AMC 60-00;421320;Pomerode;POMERODE;;217.8;True
AMC 70-00;421320;Pomerode;POMERODE;False;217.8;True
Municípios;4213203;Pomerode;POMERODE;False;217.8;False
AMC 70-00;421330;Ponte Alta;PONTE ALTA;False;558.7;True
AMC 91-00;421330;Ponte Alta;PONTE ALTA;False;558.7;True
Municípios;4213302;Ponte Alta;PONTE ALTA;False;558.7;False
Municípios;4213351;Ponte Alta do Norte;PONTE ALTA DO NORTE;False;384.1;False
Municípios;4213401;Ponte Serrada;PONTE SERRADA;False;569.8;False
Municípios;4213500;Porto Belo;PORTO BELO;False;93.8;False
AMC 91-00;421360;Porto União;PORTO UNIAO;False;925.6;True
AMC 70-00;421360;Porto União;PORTO UNIAO;False;925.6;True
Municípios;4213609;Porto União;PORTO UNIAO;False;925.6;False
AMC 70-00;421370;Pouso Redondo;POUSO REDONDO;False;363.9;True
AMC 91-00;421370;Pouso Redondo;POUSO REDONDO;False;363.9;True
AMC 60-00;421370;Pouso Redondo;POUSO REDONDO;;363.9;True
Municípios;4213708;Pouso Redondo;POUSO REDONDO;False;363.9;False
AMC 60-00;421380;Praia Grande;PRAIA GRANDE;;286.1;True
AMC 91-00;421380;Praia Grande;PRAIA GRANDE;False;286.1;True
AMC 70-00;421380;Praia Grande;PRAIA GRANDE;False;286.1;True
Municípios;4213807;Praia Grande;PRAIA GRANDE;False;286.1;False
AMC 70-00;421390;Presidente Castelo Branco;PRESIDENTE CASTELO BRANCO;False;70.2;True
AMC 91-00;421390;Presidente Castelo Branco;PRESIDENTE CASTELO BRANCO;False;70.2;True
Municípios;4213906;Presidente Castelo Branco;PRESIDENTE CASTELO BRANCO;False;70.2;False
AMC 91-00;421400;Presidente Getúlio;PRESIDENTE GETULIO;False;322.4;True
AMC 70-00;421400;Presidente Getúlio;PRESIDENTE GETULIO;False;322.4;True
Municípios;4214003;Presidente Getúlio;PRESIDENTE GETULIO;False;322.4;False
AMC 70-00;421410;Presidente Nereu;PRESIDENTE NEREU;False;224.9;True
AMC 91-00;421410;Presidente Nereu;PRESIDENTE NEREU;False;224.9;True
Municípios;4214102;Presidente Nereu;PRESIDENTE NEREU;False;224.9;False
Municípios;4214151;Princesa;PRINCESA;False;88.6;False
Municípios;4214201;Quilombo;QUILOMBO;False;283.7;False
AMC 91-00;421430;Rancho Queimado;RANCHO QUEIMADO;False;270.2;True
AMC 70-00;421430;Rancho Queimado;RANCHO QUEIMADO;False;270.2;True
Municípios;4214300;Rancho Queimado;RANCHO QUEIMADO;False;270.2;False
AMC 70-00;421440;Rio das Antas;RIO DAS ANTAS;False;343.3;True
AMC 91-00;421440;Rio das Antas;RIO DAS ANTAS;False;343.3;True
AMC 60-00;421440;Rio das Antas;RIO DAS ANTAS;;343.3;True
Municípios;4214409;Rio das Antas;RIO DAS ANTAS;False;343.3;False
AMC 91-00;421450;Rio do Campo;RIO DO CAMPO;False;496.9;True
AMC 70-00;421450;Rio do Campo;RIO DO CAMPO;False;496.9;True
Municípios;4214508;Rio do Campo;RIO DO CAMPO;False;496.9;False
AMC 70-00;421460;Rio do Oeste;RIO DO OESTE;False;244.7;True
AMC 91-00;421460;Rio do Oeste;RIO DO OESTE;False;244.7;True
AMC 60-00;421460;Rio do Oeste;RIO DO OESTE;;244.7;True
Municípios;4214607;Rio do Oeste;RIO DO OESTE;False;244.7;False
AMC 91-00;421470;Rio dos Cedros;RIO DOS CEDROS;False;556.0;True
AMC 70-00;421470;Rio dos Cedros;RIO DOS CEDROS;False;556.0;True
Municípios;4214706;Rio dos Cedros;RIO DOS CEDROS;False;556.0;False
AMC 70-00;421480;Rio do Sul;RIO DO SUL;False;261.2;True
AMC 91-00;421480;Rio do Sul;RIO DO SUL;False;261.2;True
Municípios;4214805;Rio do Sul;RIO DO SUL;False;261.2;False
AMC 91-00;421490;Rio Fortuna;RIO FORTUNA;False;286.3;True
AMC 70-00;421490;Rio Fortuna;RIO FORTUNA;False;286.3;True
Municípios;4214904;Rio Fortuna;RIO FORTUNA;False;286.3;False
AMC 70-00;421500;Rio Negrinho;RIO NEGRINHO;False;589.2;True
AMC 91-00;421500;Rio Negrinho;RIO NEGRINHO;False;589.2;True
AMC 60-00;421500;Rio Negrinho;RIO NEGRINHO;;589.2;True
Municípios;4215000;Rio Negrinho;RIO NEGRINHO;False;589.2;False
Municípios;4215059;Rio Rufino;RIO RUFINO;False;333.6;False
Municípios;4215075;Riqueza;RIQUEZA;False;191.6;False
AMC 91-00;421510;Rodeio;RODEIO;False;134.0;True
AMC 70-00;421510;Rodeio;RODEIO;False;134.0;True
Municípios;4215109;Rodeio;RODEIO;False;134.0;False
Municípios;4215208;Romelândia;ROMELANDIA;False;237.7;False
AMC 70-00;421530;Salete;SALETE;False;167.4;True
AMC 91-00;421530;Salete;SALETE;False;167.4;True
Municípios;4215307;Salete;SALETE;False;167.4;False
Municípios;4215356;Saltinho;SALTINHO;False;153.6;False
AMC 91-00;421540;Salto Veloso;SALTO VELOSO;False;102.0;True
AMC 70-00;421540;Salto Veloso;SALTO VELOSO;False;102.0;True
Municípios;4215406;Salto Veloso;SALTO VELOSO;False;102.0;False
Municípios;4215455;Sangão;SANGAO;False;83.2;False
AMC 91-00;421550;Santa Cecília;SANTA CECILIA;False;1175.8;True
Municípios;4215505;Santa Cecília;SANTA CECILIA;False;1175.8;False
Municípios;4215554;Santa Helena;SANTA HELENA;False;80.7;False
AMC 91-00;421560;Santa Rosa de Lima;SANTA ROSA DE LIMA;False;184.6;True
AMC 70-00;421560;Santa Rosa de Lima;SANTA ROSA DE LIMA;False;184.6;True
Municípios;4215604;Santa Rosa de Lima;SANTA ROSA DE LIMA;False;184.6;False
AMC 91-00;421565;Santa Rosa do Sul;SANTA ROSA DO SUL;False;164.4;True
Municípios;4215653;Santa Rosa do Sul;SANTA ROSA DO SUL;False;164.4;False
Municípios;4215679;Santa Terezinha;SANTA TEREZINHA;False;722.2;False
Municípios;4215687;Santa Terezinha do Progresso;SANTA TEREZINHA DO PROGRESSO;False;113.2;False
Municípios;4215695;Santiago do Sul;SANTIAGO DO SUL;False;74.2;False
AMC 91-00;421570;Santo Amaro da Imperatriz;SANTO AMARO DA IMPERATRIZ;False;353.0;True
AMC 70-00;421570;Santo Amaro da Imperatriz;SANTO AMARO DA IMPERATRIZ;False;353.0;True
Municípios;4215703;Santo Amaro da Imperatriz;SANTO AMARO DA IMPERATRIZ;False;353.0;False
Municípios;4215752;São Bernardino;SAO BERNARDINO;False;210.4;False
AMC 70-00;421580;São Bento do Sul;SAO BENTO DO SUL;False;487.7;True
AMC 91-00;421580;São Bento do Sul;SAO BENTO DO SUL;False;487.7;True
AMC 60-00;421580;São Bento do Sul;SAO BENTO DO SUL;;487.7;True
Municípios;4215802;São Bento do Sul;SAO BENTO DO SUL;False;487.7;False
AMC 91-00;421590;São Bonifácio;SAO BONIFACIO;False;452.4;True
AMC 70-00;421590;São Bonifácio;SAO BONIFACIO;False;452.4;True
Municípios;4215901;São Bonifácio;SAO BONIFACIO;False;452.4;False
Municípios;4216008;São Carlos;SAO CARLOS;False;158.2;False
Municípios;4216057;São Cristovão do Sul;SAO CRISTOVAO DO SUL;False;350.8;False
Municípios;4216107;São Domingos;SAO DOMINGOS;False;384.9;False
Municípios;4216206;São Francisco do Sul;SAO FRANCISCO DO SUL;False;541.8;False
Municípios;4216255;São João do Oeste;SAO JOAO DO OESTE;False;161.6;False
AMC 70-00;421630;São João Batista;SAO JOAO BATISTA;False;219.9;True
AMC 91-00;421630;São João Batista;SAO JOAO BATISTA;False;219.9;True
Municípios;4216305;São João Batista;SAO JOAO BATISTA;False;219.9;False
Municípios;4216354;São João do Itaperiú;SAO JOAO DO ITAPERIU;False;151.4;False
Municípios;4216404;São João do Sul;SAO JOAO DO SUL;False;175.3;False
AMC 91-00;421650;São Joaquim;SAO JOAQUIM;False;1888.1;True
Municípios;4216503;São Joaquim;SAO JOAQUIM;False;1888.1;False
Municípios;4216602;São José;SAO JOSE;False;114.9;False
Municípios;4216701;São José do Cedro;SAO JOSE DO CEDRO;False;261.2;False
AMC 91-00;421680;São José do Cerrito;SAO JOSE DO CERRITO;False;968.7;True
AMC 70-00;421680;São José do Cerrito;SAO JOSE DO CERRITO;False;968.7;True
Municípios;4216800;São José do Cerrito;SAO JOSE DO CERRITO;False;968.7;False
Municípios;4216909;São Lourenço do Oeste;SAO LOURENCO DO OESTE;False;361.3;False
AMC 70-00;421700;São Ludgero;SAO LUDGERO;False;120.2;True
AMC 91-00;421700;São Ludgero;SAO LUDGERO;False;120.2;True
Municípios;4217006;São Ludgero;SAO LUDGERO;False;120.2;False
AMC 91-00;421710;São Martinho;SAO MARTINHO;False;236.1;True
AMC 70-00;421710;São Martinho;SAO MARTINHO;False;236.1;True
Municípios;4217105;São Martinho;SAO MARTINHO;False;236.1;False
Municípios;4217154;São Miguel da Boa Vista;SAO MIGUEL DA BOA VISTA;False;71.9;False
Municípios;4217204;São Miguel do Oeste;SAO MIGUEL DO OESTE;False;236.2;False
Municípios;4217253;São Pedro de Alcântara;SAO PEDRO DE ALCANTARA;False;141.0;False
Municípios;4217303;Saudades;SAUDADES;False;200.2;False
AMC 70-00;421740;Schroeder;SCHROEDER;False;149.4;True
AMC 91-00;421740;Schroeder;SCHROEDER;False;149.4;True
Municípios;4217402;Schroeder;SCHROEDER;False;149.4;False
Municípios;4217501;Seara;SEARA;False;316.3;False
AMC 91-00;421755;Serra Alta;SERRA ALTA;False;91.2;True
Municípios;4217550;Serra Alta;SERRA ALTA;False;91.2;False
Municípios;4217600;Siderópolis;SIDEROPOLIS;False;262.9;False
Municípios;4217709;Sombrio;SOMBRIO;False;151.3;False
Municípios;4217758;Sul Brasil;SUL BRASIL;False;113.3;False
Municípios;4217808;Taió;TAIO;False;715.2;False
Municípios;4217907;Tangará;TANGARA;False;459.8;False
Municípios;4217956;Tigrinhos;TIGRINHOS;False;58.1;False
AMC 91-00;421800;Tijucas;TIJUCAS;False;278.9;True
AMC 70-00;421800;Tijucas;TIJUCAS;False;278.9;True
Municípios;4218004;Tijucas;TIJUCAS;False;278.9;False
AMC 70-00;421810;Timbé do Sul;TIMBE DO SUL;False;334.3;True
AMC 91-00;421810;Timbé do Sul;TIMBE DO SUL;False;334.3;True
Municípios;4218103;Timbé do Sul;TIMBE DO SUL;False;334.3;False
AMC 91-00;421820;Timbó;TIMBO;False;130.0;True
AMC 70-00;421820;Timbó;TIMBO;False;130.0;True
Municípios;4218202;Timbó;TIMBO;False;130.0;False
AMC 91-00;421825;Timbó Grande;TIMBO GRANDE;False;549.8;True
Municípios;4218251;Timbó Grande;TIMBO GRANDE;False;549.8;False
AMC 91-00;421830;Três Barras;TRES BARRAS;False;419.1;True
AMC 70-00;421830;Três Barras;TRES BARRAS;False;419.1;True
Municípios;4218301;Três Barras;TRES BARRAS;False;419.1;False
Municípios;4218350;Treviso;TREVISO;False;156.6;False
AMC 70-00;421840;Treze de Maio;TREZE DE MAIO;False;180.0;True
AMC 91-00;421840;Treze de Maio;TREZE DE MAIO;False;180.0;True
Municípios;4218400;Treze de Maio;TREZE DE MAIO;False;180.0;False
AMC 91-00;421850;Treze Tílias;TREZE TILIAS;False;177.8;True
AMC 70-00;421850;Treze Tílias;TREZE TILIAS;False;177.8;True
Municípios;4218509;Treze Tílias;TREZE TILIAS;False;177.8;False
Municípios;4218608;Trombudo Central;TROMBUDO CENTRAL;False;101.6;False
Municípios;4218707;Tubarão;TUBARAO;False;284.0;False
Municípios;4218756;Tunápolis;TUNAPOLIS;False;133.8;False
Municípios;4218806;Turvo;TURVO;False;244.3;False
Municípios;4218855;União do Oeste;UNIAO DO OESTE;False;88.4;False
Municípios;4218905;Urubici;URUBICI;False;1019.1;False
AMC 91-00;421895;Urupema;URUPEMA;False;278.7;True
Municípios;4218954;Urupema;URUPEMA;False;278.7;False
Municípios;4219002;Urussanga;URUSSANGA;False;237.4;False
AMC 91-00;421910;Vargeão;VARGEAO;False;151.4;True
AMC 70-00;421910;Vargeão;VARGEAO;False;151.4;True
Municípios;4219101;Vargeão;VARGEAO;False;151.4;False
Municípios;4219150;Vargem;VARGEM;False;396.8;False
Municípios;4219176;Vargem Bonita;VARGEM BONITA;False;307.5;False
AMC 70-00;421920;Vidal Ramos;VIDAL RAMOS;False;343.8;True
AMC 91-00;421920;Vidal Ramos;VIDAL RAMOS;False;343.8;True
Municípios;4219200;Vidal Ramos;VIDAL RAMOS;False;343.8;False
Municípios;4219309;Videira;VIDEIRA;False;378.4;False
AMC 91-00;421935;Vitor Meireles;VITOR MEIRELES;False;423.8;True
Municípios;4219358;Vitor Meireles;VITOR MEIRELES;False;423.8;False
AMC 91-00;421940;Witmarsum;WITMARSUM;False;129.9;True
AMC 70-00;421940;Witmarsum;WITMARSUM;False;129.9;True
Municípios;4219408;Witmarsum;WITMARSUM;False;129.9;False
Municípios;4219507;Xanxerê;XANXERE;False;381.4;False
AMC 70-00;421960;Xavantina;XAVANTINA;False;212.0;True
AMC 91-00;421960;Xavantina;XAVANTINA;False;212.0;True
Municípios;4219606;Xavantina;XAVANTINA;False;212.0;False
Municípios;4219705;Xaxim;XAXIM;False;294.0;False
Municípios;4219853;Zortéa;ZORTEA;False;297.8;False
Municípios;4220000;Balneário Rincão;BALNEARIO RINCAO;False;;False
Municípios;4299919;São Miguel;SAO MIGUEL;False;;False
AMC 1872-00;42AMC1872_1997001;AMC1872_1997 001;AMC1872_1997 001;;650.7;True
AMC 1872-00;42AMC1872_1997002;AMC1872_1997 002;AMC1872_1997 002;;65264.799999999974;True
AMC 1872-00;42AMC1872_1997003;AMC1872_1997 003;AMC1872_1997 003;;11616.1;True
AMC 1872-00;42AMC1872_1997004;AMC1872_1997 004;AMC1872_1997 004;;4395.599999999999;True
AMC 1872-00;42AMC1872_1997005;AMC1872_1997 005;AMC1872_1997 005;;5799.1;True
AMC 1872-00;42AMC1872_1997006;AMC1872_1997 006;AMC1872_1997 006;;2104.6;True
AMC 1872-00;42AMC1872_1997007;AMC1872_1997 007;AMC1872_1997 007;;1815.0;True
AMC 1872-00;42AMC1872_1997008;AMC1872_1997 008;AMC1872_1997 008;;3797.0;True
AMC 20-00;42AMC2097001;AMC2097 001;AMC2097 001;;3979.3000000000006;True
AMC 20-00;42AMC2097002;AMC2097 002;AMC2097 002;;650.7;True
AMC 20-00;42AMC2097003;AMC2097 003;AMC2097 003;;8942.5;True
AMC 20-00;42AMC2097004;AMC2097 004;AMC2097 004;;1340.3;True
AMC 20-00;42AMC2097005;AMC2097 005;AMC2097 005;;258.3;True
AMC 20-00;42AMC2097006;AMC2097 006;AMC2097 006;;3978.4999999999995;True
AMC 20-00;42AMC2097007;AMC2097 007;AMC2097 007;;13961.2;True
AMC 20-00;42AMC2097008;AMC2097 008;AMC2097 008;;22009.699999999993;True
AMC 20-00;42AMC2097009;AMC2097 009;AMC2097 009;;21562.500000000007;True
AMC 20-00;42AMC2097010;AMC2097 010;AMC2097 010;;777.7;True
AMC 20-00;42AMC2097011;AMC2097 011;AMC2097 011;;1964.8;True
AMC 20-00;42AMC2097012;AMC2097 012;AMC2097 012;;1075.0;True
AMC 20-00;42AMC2097013;AMC2097 013;AMC2097 013;;411.2;True
AMC 20-00;42AMC2097014;AMC2097 014;AMC2097 014;;2816.7000000000003;True
AMC 20-00;42AMC2097015;AMC2097 015;AMC2097 015;;630.9;True
AMC 20-00;42AMC2097016;AMC2097 016;AMC2097 016;;697.2;True
AMC 20-00;42AMC2097017;AMC2097 017;AMC2097 017;;189.10000000000002;True
AMC 20-00;42AMC2097018;AMC2097 018;AMC2097 018;;1076.9;True
AMC 20-00;42AMC2097019;AMC2097 019;AMC2097 019;;2104.6;True
AMC 20-00;42AMC2097020;AMC2097 020;AMC2097 020;;928.6999999999999;True
AMC 20-00;42AMC2097021;AMC2097 021;AMC2097 021;;2978.7999999999997;True
AMC 20-00;42AMC2097022;AMC2097 022;AMC2097 022;;818.1999999999999;True
AMC 40-00;42AMC4097001;AMC4097 001;AMC4097 001;;2979.100000000001;True
AMC 40-00;42AMC4097002;AMC4097 002;AMC4097 002;;650.7;True
AMC 40-00;42AMC4097003;AMC4097 003;AMC4097 003;;728.1;True
AMC 40-00;42AMC4097004;AMC4097 004;AMC4097 004;;1340.3;True
AMC 40-00;42AMC4097005;AMC4097 005;AMC4097 005;;258.3;True
AMC 40-00;42AMC4097006;AMC4097 006;AMC4097 006;;3978.4999999999995;True
AMC 40-00;42AMC4097007;AMC4097 007;AMC4097 007;;13961.2;True
AMC 40-00;42AMC4097008;AMC4097 008;AMC4097 008;;1000.2;True
AMC 40-00;42AMC4097009;AMC4097 009;AMC4097 009;;22009.699999999993;True
AMC 40-00;42AMC4097010;AMC4097 010;AMC4097 010;;4075.6000000000004;True
AMC 40-00;42AMC4097011;AMC4097 011;AMC4097 011;;1649.8;True
AMC 40-00;42AMC4097012;AMC4097 012;AMC4097 012;;777.7;True
AMC 40-00;42AMC4097013;AMC4097 013;AMC4097 013;;1038.1;True
AMC 40-00;42AMC4097014;AMC4097 014;AMC4097 014;;1964.8;True
AMC 40-00;42AMC4097015;AMC4097 015;AMC4097 015;;1075.0;True
AMC 40-00;42AMC4097016;AMC4097 016;AMC4097 016;;411.2;True
AMC 40-00;42AMC4097017;AMC4097 017;AMC4097 017;;947.9;True
AMC 40-00;42AMC4097018;AMC4097 018;AMC4097 018;;1868.8000000000002;True
AMC 40-00;42AMC4097019;AMC4097 019;AMC4097 019;;10309.700000000003;True
AMC 40-00;42AMC4097020;AMC4097 020;AMC4097 020;;630.9;True
AMC 40-00;42AMC4097021;AMC4097 021;AMC4097 021;;697.2;True
AMC 40-00;42AMC4097022;AMC4097 022;AMC4097 022;;189.10000000000002;True
AMC 40-00;42AMC4097023;AMC4097 023;AMC4097 023;;3575.6;True
AMC 40-00;42AMC4097024;AMC4097 024;AMC4097 024;;895.1;True
AMC 40-00;42AMC4097025;AMC4097 025;AMC4097 025;;1076.9;True
AMC 40-00;42AMC4097026;AMC4097 026;AMC4097 026;;2104.6;True
AMC 40-00;42AMC4097027;AMC4097 027;AMC4097 027;;7177.200000000001;True
AMC 40-00;42AMC4097028;AMC4097 028;AMC4097 028;;928.6999999999999;True
AMC 40-00;42AMC4097029;AMC4097 029;AMC4097 029;;686.0;True
AMC 40-00;42AMC4097030;AMC4097 030;AMC4097 030;;2978.7999999999997;True
AMC 40-00;42AMC4097031;AMC4097 031;AMC4097 031;;818.1999999999999;True
AMC 60-00;42AMC6097001;AMC6097 001;AMC6097 001;;462.69999999999993;True
AMC 60-00;42AMC6097002;AMC6097 002;AMC6097 002;;650.7;True
AMC 60-00;42AMC6097003;AMC6097 003;AMC6097 003;;1799.0;True
AMC 60-00;42AMC6097004;AMC6097 004;AMC6097 004;;771.6000000000001;True
AMC 60-00;42AMC6097005;AMC6097 005;AMC6097 005;;1236.2;True
AMC 60-00;42AMC6097006;AMC6097 006;AMC6097 006;;258.3;True
AMC 60-00;42AMC6097007;AMC6097 007;AMC6097 007;;3262.3;True
AMC 60-00;42AMC6097008;AMC6097 008;AMC6097 008;;2634.9999999999995;True
AMC 60-00;42AMC6097009;AMC6097 009;AMC6097 009;;573.6;True
AMC 60-00;42AMC6097010;AMC6097 010;AMC6097 010;;2395.4999999999995;True
AMC 60-00;42AMC6097011;AMC6097 011;AMC6097 011;;1473.2;True
AMC 60-00;42AMC6097012;AMC6097 012;AMC6097 012;;1000.2;True
AMC 60-00;42AMC6097013;AMC6097 013;AMC6097 013;;376.70000000000005;True
AMC 60-00;42AMC6097014;AMC6097 014;AMC6097 014;;6143.800000000001;True
AMC 60-00;42AMC6097015;AMC6097 015;AMC6097 015;;791.0;True
AMC 60-00;42AMC6097016;AMC6097 016;AMC6097 016;;431.70000000000005;True
AMC 60-00;42AMC6097017;AMC6097 017;AMC6097 017;;787.1;True
AMC 60-00;42AMC6097018;AMC6097 018;AMC6097 018;;1649.8;True
AMC 60-00;42AMC6097019;AMC6097 019;AMC6097 019;;777.7;True
AMC 60-00;42AMC6097020;AMC6097 020;AMC6097 020;;1038.1;True
AMC 60-00;42AMC6097021;AMC6097 021;AMC6097 021;;1964.8;True
AMC 60-00;42AMC6097022;AMC6097 022;AMC6097 022;;422.90000000000003;True
AMC 60-00;42AMC6097023;AMC6097 023;AMC6097 023;;923.4;True
AMC 60-00;42AMC6097024;AMC6097 024;AMC6097 024;;411.2;True
AMC 60-00;42AMC6097025;AMC6097 025;AMC6097 025;;10309.700000000003;True
AMC 60-00;42AMC6097026;AMC6097 026;AMC6097 026;;1172.9;True
AMC 60-00;42AMC6097027;AMC6097 027;AMC6097 027;;697.2;True
AMC 60-00;42AMC6097028;AMC6097 028;AMC6097 028;;1385.8999999999999;True
AMC 60-00;42AMC6097029;AMC6097 029;AMC6097 029;;1331.2;True
AMC 60-00;42AMC6097030;AMC6097 030;AMC6097 030;;526.0;True
AMC 60-00;42AMC6097031;AMC6097 031;AMC6097 031;;1343.5;True
AMC 60-00;42AMC6097032;AMC6097 032;AMC6097 032;;146.1;True
AMC 60-00;42AMC6097033;AMC6097 033;AMC6097 033;;396.1;True
AMC 60-00;42AMC6097034;AMC6097 034;AMC6097 034;;1159.5;True
AMC 60-00;42AMC6097035;AMC6097 035;AMC6097 035;;189.10000000000002;True
AMC 60-00;42AMC6097036;AMC6097 036;AMC6097 036;;5229.8;True
AMC 60-00;42AMC6097037;AMC6097 037;AMC6097 037;;869.7;True
AMC 60-00;42AMC6097038;AMC6097 038;AMC6097 038;;895.1;True
AMC 60-00;42AMC6097039;AMC6097 039;AMC6097 039;;1257.3;True
AMC 60-00;42AMC6097040;AMC6097 040;AMC6097 040;;2791.0;True
AMC 60-00;42AMC6097041;AMC6097 041;AMC6097 041;;2104.6;True
AMC 60-00;42AMC6097042;AMC6097 042;AMC6097 042;;498.4;True
AMC 60-00;42AMC6097043;AMC6097 043;AMC6097 043;;3102.0999999999995;True
